cgi,Ê±¼ä,download
460-00-10505087-1,2021/9/5,0.012981495
460-00-10505087-2,2021/9/5,0.008675095
460-00-10505087-3,2021/9/5,0.049504464
460-00-10505088-3,2021/9/5,0.018718805
460-00-10505089-1,2021/9/5,0.006642462
460-00-10505089-2,2021/9/5,0.012061916
460-00-10505089-3,2021/9/5,0.026307813
460-00-10505090-1,2021/9/5,0.012258195
460-00-10505090-3,2021/9/5,0.014964705
460-00-10505096-2,2021/9/5,0.017361416
460-00-10505096-3,2021/9/5,0.028478106
460-00-10505097-1,2021/9/5,0.007385302
460-00-10505097-2,2021/9/5,0.009980108
460-00-10505098-1,2021/9/5,0.017463622
460-00-10505098-2,2021/9/5,0.014769222
460-00-10505099-1,2021/9/5,0.021781933
460-00-10505099-2,2021/9/5,0.012855879
460-00-10505100-1,2021/9/5,0.01113569
460-00-10505100-2,2021/9/5,0.013141262
460-00-10505101-1,2021/9/5,0.016334733
460-00-10505101-2,2021/9/5,0.002194478
460-00-10505101-3,2021/9/5,0.026399089
460-00-10505102-1,2021/9/5,0.01406225
460-00-10505102-2,2021/9/5,0.009120527
460-00-10505102-3,2021/9/5,0.012593142
460-00-10505106-1,2021/9/5,0.013936238
460-00-10505106-2,2021/9/5,0.015552834
460-00-10505106-3,2021/9/5,0.013482794
460-00-10505112-1,2021/9/5,0.014467872
460-00-10505112-2,2021/9/5,0.022701639
460-00-10505121-1,2021/9/5,0.011147902
460-00-10505121-2,2021/9/5,0.006735185
460-00-10505122-1,2021/9/5,0.020785322
460-00-10505122-2,2021/9/5,0.030347298
460-00-10505122-3,2021/9/5,0.016691982
460-00-10505124-1,2021/9/5,0.002319829
460-00-10505124-2,2021/9/5,0.023054323
460-00-10505129-1,2021/9/5,0.063652836
460-00-10505129-2,2021/9/5,0.087561955
460-00-10505129-3,2021/9/5,0.053250787
460-00-10505132-1,2021/9/5,0.075543831
460-00-10505132-2,2021/9/5,0.062595364
460-00-10505132-3,2021/9/5,0.017428318
460-00-10505134-1,2021/9/5,0.045554888
460-00-10505134-2,2021/9/5,0.057102956
460-00-10505192-1,2021/9/5,0.058134356
460-00-10505192-2,2021/9/5,0.079856411
460-00-10505192-3,2021/9/5,0.086118109
460-00-10505209-1,2021/9/5,0.070625116
460-00-10505209-2,2021/9/5,0.031778632
460-00-10505209-3,2021/9/5,0.024865275
460-00-10505065-1,2021/9/6,0.113450858
460-00-10505065-2,2021/9/6,0.106363501
460-00-10505065-3,2021/9/6,0.114025311
460-00-10505068-1,2021/9/6,0.01412277
460-00-10505068-2,2021/9/6,0.021772166
460-00-10505068-3,2021/9/6,0.028335413
460-00-10505085-1,2021/9/6,0.01498738
460-00-10505085-2,2021/9/6,0.013479443
460-00-10505085-3,2021/9/6,0.029394042
460-00-10505086-2,2021/9/6,0.003058273
460-00-10505086-3,2021/9/6,0.009451453
460-00-10505087-1,2021/9/6,0.010481818
460-00-10505087-2,2021/9/6,0.007817061
460-00-10505087-3,2021/9/6,0.042519005
460-00-10505088-3,2021/9/6,0.017037924
460-00-10505089-1,2021/9/6,0.006225337
460-00-10505089-2,2021/9/6,0.012967124
460-00-10505089-3,2021/9/6,0.019102766
460-00-10505090-1,2021/9/6,0.009521284
460-00-10505090-3,2021/9/6,0.013062049
460-00-10505096-2,2021/9/6,0.012252227
460-00-10505096-3,2021/9/6,0.031407092
460-00-10505097-1,2021/9/6,0.006901828
460-00-10505097-2,2021/9/6,0.008605676
460-00-10505098-1,2021/9/6,0.019179906
460-00-10505098-2,2021/9/6,0.020463
460-00-10505099-1,2021/9/6,0.013179433
460-00-10505099-2,2021/9/6,0.010532638
460-00-10505100-1,2021/9/6,0.007837702
460-00-10505100-2,2021/9/6,0.012052383
460-00-10505101-1,2021/9/6,0.01485986
460-00-10505101-2,2021/9/6,0.001849385
460-00-10505101-3,2021/9/6,0.016319575
460-00-10505102-1,2021/9/6,0.019551152
460-00-10505102-2,2021/9/6,0.009384868
460-00-10505102-3,2021/9/6,0.012885045
460-00-10505106-1,2021/9/6,0.018443377
460-00-10505106-2,2021/9/6,0.017793475
460-00-10505106-3,2021/9/6,0.016121063
460-00-10505112-1,2021/9/6,0.016079444
460-00-10505112-2,2021/9/6,0.023862858
460-00-10505121-1,2021/9/6,0.012308792
460-00-10505121-2,2021/9/6,0.006456163
460-00-10505122-1,2021/9/6,0.017719198
460-00-10505122-2,2021/9/6,0.032179496
460-00-10505122-3,2021/9/6,0.011397964
460-00-10505124-1,2021/9/6,0.008501114
460-00-10505124-2,2021/9/6,0.024240438
460-00-10505129-1,2021/9/6,0.052332391
460-00-10505129-2,2021/9/6,0.072321873
460-00-10505129-3,2021/9/6,0.03927864
460-00-10505132-1,2021/9/6,0.076104835
460-00-10505132-2,2021/9/6,0.063793238
460-00-10505132-3,2021/9/6,0.024899164
460-00-10505134-1,2021/9/6,0.039422382
460-00-10505134-2,2021/9/6,0.050529349
460-00-10505192-1,2021/9/6,0.050696565
460-00-10505192-2,2021/9/6,0.074756336
460-00-10505192-3,2021/9/6,0.074804236
460-00-10505209-1,2021/9/6,0.063983378
460-00-10505209-2,2021/9/6,0.042088607
460-00-10505209-3,2021/9/6,0.020979624
460-00-10505065-1,2021/9/7,0.110560362
460-00-10505065-2,2021/9/7,0.105513939
460-00-10505065-3,2021/9/7,0.119958527
460-00-10505068-1,2021/9/7,0.016927646
460-00-10505068-2,2021/9/7,0.019909845
460-00-10505068-3,2021/9/7,0.03203213
460-00-10505085-1,2021/9/7,0.019444547
460-00-10505085-2,2021/9/7,0.013149434
460-00-10505085-3,2021/9/7,0.025931479
460-00-10505086-2,2021/9/7,0.001178949
460-00-10505086-3,2021/9/7,0.010547534
460-00-10505087-1,2021/9/7,0.011173346
460-00-10505087-2,2021/9/7,0.009200826
460-00-10505087-3,2021/9/7,0.040178899
460-00-10505088-3,2021/9/7,0.014037494
460-00-10505089-1,2021/9/7,0.00858834
460-00-10505089-2,2021/9/7,0.014466418
460-00-10505089-3,2021/9/7,0.020030035
460-00-10505090-1,2021/9/7,0.011016302
460-00-10505090-3,2021/9/7,0.013783482
460-00-10505096-2,2021/9/7,0.014227494
460-00-10505096-3,2021/9/7,0.034392225
460-00-10505097-1,2021/9/7,0.007401652
460-00-10505097-2,2021/9/7,0.011894665
460-00-10505098-1,2021/9/7,0.018833072
460-00-10505098-2,2021/9/7,0.020114284
460-00-10505099-1,2021/9/7,0.019536519
460-00-10505099-2,2021/9/7,0.010090804
460-00-10505100-1,2021/9/7,0.010057615
460-00-10505100-2,2021/9/7,0.012889665
460-00-10505101-1,2021/9/7,0.018562001
460-00-10505101-2,2021/9/7,0.001444497
460-00-10505101-3,2021/9/7,0.015610143
460-00-10505102-1,2021/9/7,0.015867837
460-00-10505102-2,2021/9/7,0.00982849
460-00-10505102-3,2021/9/7,0.011679985
460-00-10505106-1,2021/9/7,0.013946012
460-00-10505106-2,2021/9/7,0.01514649
460-00-10505106-3,2021/9/7,0.014157991
460-00-10505112-1,2021/9/7,0.01541463
460-00-10505112-2,2021/9/7,0.018770169
460-00-10505121-1,2021/9/7,0.010475706
460-00-10505121-2,2021/9/7,0.00623617
460-00-10505122-1,2021/9/7,0.033285723
460-00-10505122-2,2021/9/7,0.04732829
460-00-10505122-3,2021/9/7,0.014300755
460-00-10505124-1,2021/9/7,0.008913793
460-00-10505124-2,2021/9/7,0.023613872
460-00-10505129-1,2021/9/7,0.056755399
460-00-10505129-2,2021/9/7,0.066539224
460-00-10505129-3,2021/9/7,0.054090424
460-00-10505132-1,2021/9/7,0.07177443
460-00-10505132-2,2021/9/7,0.079837171
460-00-10505132-3,2021/9/7,0.024691567
460-00-10505134-1,2021/9/7,0.049764544
460-00-10505134-2,2021/9/7,0.048847309
460-00-10505192-1,2021/9/7,0.056229958
460-00-10505192-2,2021/9/7,0.077073316
460-00-10505192-3,2021/9/7,0.072067359
460-00-10505209-1,2021/9/7,0.071608193
460-00-10505209-2,2021/9/7,0.038720806
460-00-10505209-3,2021/9/7,0.023159963
460-00-10505065-1,2021/9/8,0.122380558
460-00-10505065-2,2021/9/8,0.108303937
460-00-10505065-3,2021/9/8,0.120887316
460-00-10505068-1,2021/9/8,0.018102356
460-00-10505068-2,2021/9/8,0.016616268
460-00-10505068-3,2021/9/8,0.03131592
460-00-10505085-1,2021/9/8,0.013655523
460-00-10505085-2,2021/9/8,0.01310431
460-00-10505085-3,2021/9/8,0.024019824
460-00-10505086-2,2021/9/8,0.00178544
460-00-10505086-3,2021/9/8,0.008691063
460-00-10505087-1,2021/9/8,0.012736447
460-00-10505087-2,2021/9/8,0.009347
460-00-10505087-3,2021/9/8,0.036028511
460-00-10505088-3,2021/9/8,0.02094397
460-00-10505089-1,2021/9/8,0.011748435
460-00-10505089-2,2021/9/8,0.015568188
460-00-10505089-3,2021/9/8,0.014675006
460-00-10505090-1,2021/9/8,0.009286267
460-00-10505090-3,2021/9/8,0.014662701
460-00-10505096-2,2021/9/8,0.012818967
460-00-10505096-3,2021/9/8,0.039639182
460-00-10505097-1,2021/9/8,0.006880875
460-00-10505097-2,2021/9/8,0.010022831
460-00-10505098-1,2021/9/8,0.01783566
460-00-10505098-2,2021/9/8,0.017284507
460-00-10505099-1,2021/9/8,0.01680126
460-00-10505099-2,2021/9/8,0.007200835
460-00-10505100-1,2021/9/8,0.012915292
460-00-10505100-2,2021/9/8,0.014229309
460-00-10505101-1,2021/9/8,0.013839985
460-00-10505101-2,2021/9/8,0.001562384
460-00-10505101-3,2021/9/8,0.015178377
460-00-10505102-1,2021/9/8,0.013816475
460-00-10505102-2,2021/9/8,0.010219679
460-00-10505102-3,2021/9/8,0.011310994
460-00-10505106-1,2021/9/8,0.010933688
460-00-10505106-2,2021/9/8,0.014756529
460-00-10505106-3,2021/9/8,0.012965641
460-00-10505112-1,2021/9/8,0.013586104
460-00-10505112-2,2021/9/8,0.018500816
460-00-10505121-1,2021/9/8,0.009456538
460-00-10505121-2,2021/9/8,0.006231424
460-00-10505122-1,2021/9/8,0.022475283
460-00-10505122-2,2021/9/8,0.039187977
460-00-10505122-3,2021/9/8,0.016710332
460-00-10505124-1,2021/9/8,0.006654086
460-00-10505124-2,2021/9/8,0.030691636
460-00-10505129-1,2021/9/8,0.062890013
460-00-10505129-2,2021/9/8,0.061835484
460-00-10505129-3,2021/9/8,0.046273379
460-00-10505132-1,2021/9/8,0.083561823
460-00-10505132-2,2021/9/8,0.05793261
460-00-10505132-3,2021/9/8,0.024146914
460-00-10505134-1,2021/9/8,0.039532729
460-00-10505134-2,2021/9/8,0.049751416
460-00-10505192-1,2021/9/8,0.053483531
460-00-10505192-2,2021/9/8,0.080908195
460-00-10505192-3,2021/9/8,0.081929657
460-00-10505209-1,2021/9/8,0.070633079
460-00-10505209-2,2021/9/8,0.041003593
460-00-10505209-3,2021/9/8,0.023871156
460-00-10505065-1,2021/9/9,0.103495456
460-00-10505065-2,2021/9/9,0.103376918
460-00-10505065-3,2021/9/9,0.115096273
460-00-10505068-1,2021/9/9,0.017224129
460-00-10505068-2,2021/9/9,0.024038751
460-00-10505068-3,2021/9/9,0.032624821
460-00-10505085-1,2021/9/9,0.018431294
460-00-10505085-2,2021/9/9,0.014697996
460-00-10505085-3,2021/9/9,0.023442975
460-00-10505086-2,2021/9/9,0.003337867
460-00-10505086-3,2021/9/9,0.008975329
460-00-10505087-1,2021/9/9,0.011649603
460-00-10505087-2,2021/9/9,0.009740595
460-00-10505087-3,2021/9/9,0.043673092
460-00-10505088-3,2021/9/9,0.015776198
460-00-10505089-1,2021/9/9,0.005667793
460-00-10505089-2,2021/9/9,0.014660282
460-00-10505089-3,2021/9/9,0.014476176
460-00-10505090-1,2021/9/9,0.010514956
460-00-10505090-3,2021/9/9,0.014245319
460-00-10505096-2,2021/9/9,0.012252336
460-00-10505096-3,2021/9/9,0.036169732
460-00-10505097-1,2021/9/9,0.007099008
460-00-10505097-2,2021/9/9,0.009899557
460-00-10505098-1,2021/9/9,0.015386055
460-00-10505098-2,2021/9/9,0.012204487
460-00-10505099-1,2021/9/9,0.014204884
460-00-10505099-2,2021/9/9,0.009975791
460-00-10505100-1,2021/9/9,0.011718045
460-00-10505100-2,2021/9/9,0.014545881
460-00-10505101-1,2021/9/9,0.010742058
460-00-10505101-2,2021/9/9,0.001899228
460-00-10505101-3,2021/9/9,0.015298527
460-00-10505102-1,2021/9/9,0.015603407
460-00-10505102-2,2021/9/9,0.011094738
460-00-10505102-3,2021/9/9,0.013555785
460-00-10505106-1,2021/9/9,0.01242316
460-00-10505106-2,2021/9/9,0.013664511
460-00-10505106-3,2021/9/9,0.013259271
460-00-10505112-1,2021/9/9,0.015534322
460-00-10505112-2,2021/9/9,0.01736111
460-00-10505121-1,2021/9/9,0.010098568
460-00-10505121-2,2021/9/9,0.006031751
460-00-10505122-1,2021/9/9,0.025692246
460-00-10505122-2,2021/9/9,0.040468098
460-00-10505122-3,2021/9/9,0.020367823
460-00-10505124-1,2021/9/9,0.007539864
460-00-10505124-2,2021/9/9,0.029593042
460-00-10505129-1,2021/9/9,0.06970976
460-00-10505129-2,2021/9/9,0.082491625
460-00-10505129-3,2021/9/9,0.058972417
460-00-10505132-1,2021/9/9,0.068292172
460-00-10505132-2,2021/9/9,0.065080497
460-00-10505132-3,2021/9/9,0.021743893
460-00-10505134-1,2021/9/9,0.037789119
460-00-10505134-2,2021/9/9,0.043676985
460-00-10505192-1,2021/9/9,0.049910864
460-00-10505192-2,2021/9/9,0.076301148
460-00-10505192-3,2021/9/9,0.078945733
460-00-10505209-1,2021/9/9,0.056078004
460-00-10505209-2,2021/9/9,0.039696738
460-00-10505209-3,2021/9/9,0.025992756
460-00-10505065-1,2021/9/10,0.106800989
460-00-10505065-2,2021/9/10,0.104738519
460-00-10505065-3,2021/9/10,0.118684698
460-00-10505068-1,2021/9/10,0.017845408
460-00-10505068-2,2021/9/10,0.023764593
460-00-10505068-3,2021/9/10,0.026574632
460-00-10505085-1,2021/9/10,0.02040494
460-00-10505085-2,2021/9/10,0.017483709
460-00-10505085-3,2021/9/10,0.030290117
460-00-10505086-2,2021/9/10,0.00133318
460-00-10505086-3,2021/9/10,0.010798496
460-00-10505087-1,2021/9/10,0.012301158
460-00-10505087-2,2021/9/10,0.010887605
460-00-10505087-3,2021/9/10,0.040702988
460-00-10505088-3,2021/9/10,0.017321134
460-00-10505089-1,2021/9/10,0.009100465
460-00-10505089-2,2021/9/10,0.013926944
460-00-10505089-3,2021/9/10,0.01861017
460-00-10505090-1,2021/9/10,0.010727989
460-00-10505090-3,2021/9/10,0.016264109
460-00-10505096-2,2021/9/10,0.015889873
460-00-10505096-3,2021/9/10,0.025755079
460-00-10505097-1,2021/9/10,0.008431983
460-00-10505097-2,2021/9/10,0.011500988
460-00-10505098-1,2021/9/10,0.018910361
460-00-10505098-2,2021/9/10,0.01558639
460-00-10505099-1,2021/9/10,0.024355408
460-00-10505099-2,2021/9/10,0.015346028
460-00-10505100-1,2021/9/10,0.010981764
460-00-10505100-2,2021/9/10,0.018048176
460-00-10505101-1,2021/9/10,0.011117485
460-00-10505101-2,2021/9/10,0.002043268
460-00-10505101-3,2021/9/10,0.019670279
460-00-10505102-1,2021/9/10,0.019567012
460-00-10505102-2,2021/9/10,0.011705396
460-00-10505102-3,2021/9/10,0.013249977
460-00-10505106-1,2021/9/10,0.015473543
460-00-10505106-2,2021/9/10,0.016080911
460-00-10505106-3,2021/9/10,0.01436169
460-00-10505112-1,2021/9/10,0.017228572
460-00-10505112-2,2021/9/10,0.024638416
460-00-10505121-1,2021/9/10,0.01267039
460-00-10505121-2,2021/9/10,0.00717625
460-00-10505122-1,2021/9/10,0.026813131
460-00-10505122-2,2021/9/10,0.031401431
460-00-10505122-3,2021/9/10,0.016069564
460-00-10505124-1,2021/9/10,0.009372553
460-00-10505124-2,2021/9/10,0.024953034
460-00-10505129-1,2021/9/10,0.057062918
460-00-10505129-2,2021/9/10,0.09210654
460-00-10505129-3,2021/9/10,0.049895325
460-00-10505132-1,2021/9/10,0.065588507
460-00-10505132-2,2021/9/10,0.052871606
460-00-10505132-3,2021/9/10,0.029745067
460-00-10505134-1,2021/9/10,0.051113541
460-00-10505134-2,2021/9/10,0.045765863
460-00-10505192-1,2021/9/10,0.052614926
460-00-10505192-2,2021/9/10,0.083182416
460-00-10505192-3,2021/9/10,0.084852668
460-00-10505209-1,2021/9/10,0.06952682
460-00-10505209-2,2021/9/10,0.041840471
460-00-10505209-3,2021/9/10,0.024210502
460-00-10505065-1,2021/9/11,0.099309424
460-00-10505065-2,2021/9/11,0.100432879
460-00-10505065-3,2021/9/11,0.110638008
460-00-10505068-1,2021/9/11,0.019722976
460-00-10505068-2,2021/9/11,0.019789959
460-00-10505068-3,2021/9/11,0.04349442
460-00-10505085-1,2021/9/11,0.017950064
460-00-10505085-2,2021/9/11,0.014522388
460-00-10505085-3,2021/9/11,0.034376675
460-00-10505086-2,2021/9/11,0.001768072
460-00-10505086-3,2021/9/11,0.009593509
460-00-10505087-1,2021/9/11,0.011028783
460-00-10505087-2,2021/9/11,0.008576297
460-00-10505087-3,2021/9/11,0.049278703
460-00-10505088-3,2021/9/11,0.018524066
460-00-10505089-1,2021/9/11,0.008872515
460-00-10505089-2,2021/9/11,0.012228263
460-00-10505089-3,2021/9/11,0.018735881
460-00-10505090-1,2021/9/11,0.01041863
460-00-10505090-3,2021/9/11,0.015247531
460-00-10505096-2,2021/9/11,0.012595938
460-00-10505096-3,2021/9/11,0.031235317
460-00-10505097-1,2021/9/11,0.007070626
460-00-10505097-2,2021/9/11,0.010783919
460-00-10505098-1,2021/9/11,0.016034244
460-00-10505098-2,2021/9/11,0.01299198
460-00-10505099-1,2021/9/11,0.019514704
460-00-10505099-2,2021/9/11,0.011551553
460-00-10505100-1,2021/9/11,0.012186761
460-00-10505100-2,2021/9/11,0.014276176
460-00-10505101-1,2021/9/11,0.012699466
460-00-10505101-2,2021/9/11,0.001811982
460-00-10505101-3,2021/9/11,0.012580028
460-00-10505102-1,2021/9/11,0.017103611
460-00-10505102-2,2021/9/11,0.010276342
460-00-10505102-3,2021/9/11,0.014565302
460-00-10505106-1,2021/9/11,0.016959657
460-00-10505106-2,2021/9/11,0.022493102
460-00-10505106-3,2021/9/11,0.016093125
460-00-10505112-1,2021/9/11,0.013932011
460-00-10505112-2,2021/9/11,0.015867718
460-00-10505121-1,2021/9/11,0.011404902
460-00-10505121-2,2021/9/11,0.007271241
460-00-10505122-1,2021/9/11,0.025497921
460-00-10505122-2,2021/9/11,0.031356721
460-00-10505122-3,2021/9/11,0.016360057
460-00-10505124-1,2021/9/11,0.007034242
460-00-10505124-2,2021/9/11,0.023750517
460-00-10505129-1,2021/9/11,0.074242905
460-00-10505129-2,2021/9/11,0.105162467
460-00-10505129-3,2021/9/11,0.060262551
460-00-10505132-1,2021/9/11,0.074144603
460-00-10505132-2,2021/9/11,0.063179321
460-00-10505132-3,2021/9/11,0.028608922
460-00-10505134-1,2021/9/11,0.042801597
460-00-10505134-2,2021/9/11,0.043264239
460-00-10505192-1,2021/9/11,0.059718911
460-00-10505192-2,2021/9/11,0.074487894
460-00-10505192-3,2021/9/11,0.08446835
460-00-10505209-1,2021/9/11,0.069038525
460-00-10505209-2,2021/9/11,0.040471725
460-00-10505209-3,2021/9/11,0.025550896
460-00-10505065-1,2021/9/12,0.108002705
460-00-10505065-2,2021/9/12,0.112406763
460-00-10505065-3,2021/9/12,0.111479062
460-00-10505068-1,2021/9/12,0.019719719
460-00-10505068-2,2021/9/12,0.022458879
460-00-10505068-3,2021/9/12,0.043128439
460-00-10505085-1,2021/9/12,0.016526425
460-00-10505085-2,2021/9/12,0.014157859
460-00-10505085-3,2021/9/12,0.034763319
460-00-10505086-2,2021/9/12,0.001586156
460-00-10505086-3,2021/9/12,0.010071855
460-00-10505087-1,2021/9/12,0.014155572
460-00-10505087-2,2021/9/12,0.009722495
460-00-10505087-3,2021/9/12,0.052760047
460-00-10505088-3,2021/9/12,0.021909316
460-00-10505089-1,2021/9/12,0.0029234
460-00-10505089-2,2021/9/12,0.015132409
460-00-10505089-3,2021/9/12,0.024763828
460-00-10505090-1,2021/9/12,0.012444054
460-00-10505090-3,2021/9/12,0.021013838
460-00-10505096-2,2021/9/12,0.013572707
460-00-10505096-3,2021/9/12,0.037876424
460-00-10505097-1,2021/9/12,0.007328009
460-00-10505097-2,2021/9/12,0.010445582
460-00-10505098-1,2021/9/12,0.020119291
460-00-10505098-2,2021/9/12,0.011059595
460-00-10505099-1,2021/9/12,0.020608946
460-00-10505099-2,2021/9/12,0.01403284
460-00-10505100-1,2021/9/12,0.012778551
460-00-10505100-2,2021/9/12,0.015531143
460-00-10505101-1,2021/9/12,0.014094407
460-00-10505101-2,2021/9/12,0.002223595
460-00-10505101-3,2021/9/12,0.016545409
460-00-10505102-1,2021/9/12,0.016512789
460-00-10505102-2,2021/9/12,0.017759785
460-00-10505102-3,2021/9/12,0.017965714
460-00-10505106-1,2021/9/12,0.014251495
460-00-10505106-2,2021/9/12,0.017800208
460-00-10505106-3,2021/9/12,0.017630919
460-00-10505112-1,2021/9/12,0.01454839
460-00-10505112-2,2021/9/12,0.025232586
460-00-10505121-1,2021/9/12,0.012120709
460-00-10505121-2,2021/9/12,0.00765815
460-00-10505122-1,2021/9/12,0.024893784
460-00-10505122-2,2021/9/12,0.031983883
460-00-10505122-3,2021/9/12,0.014674364
460-00-10505124-1,2021/9/12,0.002308647
460-00-10505124-2,2021/9/12,0.024606292
460-00-10505129-1,2021/9/12,0.067393509
460-00-10505129-2,2021/9/12,0.108893674
460-00-10505129-3,2021/9/12,0.064519673
460-00-10505132-1,2021/9/12,0.059585236
460-00-10505132-2,2021/9/12,0.069679657
460-00-10505132-3,2021/9/12,0.022392239
460-00-10505134-1,2021/9/12,0.051197308
460-00-10505134-2,2021/9/12,0.056253193
460-00-10505192-1,2021/9/12,0.05999686
460-00-10505192-2,2021/9/12,0.068999569
460-00-10505192-3,2021/9/12,0.08522016
460-00-10505209-1,2021/9/12,0.06933746
460-00-10505209-2,2021/9/12,0.034338292
460-00-10505209-3,2021/9/12,0.02298113
460-00-10505065-1,2021/9/13,0.118612497
460-00-10505065-2,2021/9/13,0.107401375
460-00-10505065-3,2021/9/13,0.112927363
460-00-10505068-1,2021/9/13,0.019610284
460-00-10505068-2,2021/9/13,0.020273549
460-00-10505068-3,2021/9/13,0.025513721
460-00-10505085-1,2021/9/13,0.017785615
460-00-10505085-2,2021/9/13,0.01599711
460-00-10505085-3,2021/9/13,0.03163354
460-00-10505086-2,2021/9/13,0.001663542
460-00-10505086-3,2021/9/13,0.011073111
460-00-10505087-1,2021/9/13,0.01520109
460-00-10505087-2,2021/9/13,0.011922495
460-00-10505087-3,2021/9/13,0.039604227
460-00-10505088-3,2021/9/13,0.020582276
460-00-10505089-1,2021/9/13,0.011105596
460-00-10505089-2,2021/9/13,0.017839341
460-00-10505089-3,2021/9/13,0.020187252
460-00-10505090-1,2021/9/13,0.013660964
460-00-10505090-3,2021/9/13,0.022081264
460-00-10505096-2,2021/9/13,0.023817388
460-00-10505096-3,2021/9/13,0.037964381
460-00-10505097-1,2021/9/13,0.009164615
460-00-10505097-2,2021/9/13,0.012055308
460-00-10505098-1,2021/9/13,0.026708704
460-00-10505098-2,2021/9/13,0.014910936
460-00-10505099-1,2021/9/13,0.016688964
460-00-10505099-2,2021/9/13,0.007744476
460-00-10505100-1,2021/9/13,0.012826594
460-00-10505100-2,2021/9/13,0.018481778
460-00-10505101-1,2021/9/13,0.016245352
460-00-10505101-2,2021/9/13,0.001925432
460-00-10505101-3,2021/9/13,0.015969167
460-00-10505102-1,2021/9/13,0.01901181
460-00-10505102-2,2021/9/13,0.019491525
460-00-10505102-3,2021/9/13,0.025196471
460-00-10505106-1,2021/9/13,0.015171308
460-00-10505106-2,2021/9/13,0.020143528
460-00-10505106-3,2021/9/13,0.02061132
460-00-10505112-1,2021/9/13,0.018448036
460-00-10505112-2,2021/9/13,0.023759657
460-00-10505121-1,2021/9/13,0.012702161
460-00-10505121-2,2021/9/13,0.009695687
460-00-10505122-1,2021/9/13,0.027038243
460-00-10505122-2,2021/9/13,0.038851879
460-00-10505122-3,2021/9/13,0.021506813
460-00-10505124-1,2021/9/13,0.010431558
460-00-10505124-2,2021/9/13,0.021670351
460-00-10505129-1,2021/9/13,0.057542339
460-00-10505129-2,2021/9/13,0.06509837
460-00-10505129-3,2021/9/13,0.052465957
460-00-10505132-1,2021/9/13,0.065934146
460-00-10505132-2,2021/9/13,0.064610243
460-00-10505132-3,2021/9/13,0.018552335
460-00-10505134-1,2021/9/13,0.037709697
460-00-10505134-2,2021/9/13,0.048520853
460-00-10505192-1,2021/9/13,0.049226773
460-00-10505192-2,2021/9/13,0.077392173
460-00-10505192-3,2021/9/13,0.084141104
460-00-10505209-1,2021/9/13,0.069409347
460-00-10505209-2,2021/9/13,0.042312835
460-00-10505209-3,2021/9/13,0.024116953
460-00-10505065-1,2021/9/14,0.114614066
460-00-10505065-2,2021/9/14,0.118497927
460-00-10505065-3,2021/9/14,0.134766212
460-00-10505068-1,2021/9/14,0.020617821
460-00-10505068-2,2021/9/14,0.025587065
460-00-10505068-3,2021/9/14,0.030253145
460-00-10505085-1,2021/9/14,0.017174109
460-00-10505085-2,2021/9/14,0.013696384
460-00-10505085-3,2021/9/14,0.02604697
460-00-10505086-2,2021/9/14,0.004837242
460-00-10505086-3,2021/9/14,0.009788313
460-00-10505087-1,2021/9/14,0.011963435
460-00-10505087-2,2021/9/14,0.010489158
460-00-10505087-3,2021/9/14,0.040137148
460-00-10505088-3,2021/9/14,0.023297317
460-00-10505089-1,2021/9/14,0.008269455
460-00-10505089-2,2021/9/14,0.017666768
460-00-10505089-3,2021/9/14,0.015340141
460-00-10505090-1,2021/9/14,0.012722714
460-00-10505090-3,2021/9/14,0.01473486
460-00-10505096-2,2021/9/14,0.016202086
460-00-10505096-3,2021/9/14,0.046338105
460-00-10505097-1,2021/9/14,0.008300403
460-00-10505097-2,2021/9/14,0.009725153
460-00-10505098-1,2021/9/14,0.018040698
460-00-10505098-2,2021/9/14,0.014400166
460-00-10505099-1,2021/9/14,0.019937902
460-00-10505099-2,2021/9/14,0.005659799
460-00-10505100-1,2021/9/14,0.010469416
460-00-10505100-2,2021/9/14,0.015252802
460-00-10505101-1,2021/9/14,0.013557147
460-00-10505101-2,2021/9/14,0.001718783
460-00-10505101-3,2021/9/14,0.016790418
460-00-10505102-1,2021/9/14,0.013920347
460-00-10505102-2,2021/9/14,0.011166303
460-00-10505102-3,2021/9/14,0.015571954
460-00-10505106-1,2021/9/14,0.012710584
460-00-10505106-2,2021/9/14,0.014946029
460-00-10505106-3,2021/9/14,0.013670912
460-00-10505112-1,2021/9/14,0.013602703
460-00-10505112-2,2021/9/14,0.021507092
460-00-10505121-1,2021/9/14,0.01060043
460-00-10505121-2,2021/9/14,0.006383631
460-00-10505122-1,2021/9/14,0.028620583
460-00-10505122-2,2021/9/14,0.03638127
460-00-10505122-3,2021/9/14,0.022224935
460-00-10505124-1,2021/9/14,0.008287237
460-00-10505124-2,2021/9/14,0.020118122
460-00-10505129-1,2021/9/14,0.075390237
460-00-10505129-2,2021/9/14,0.068475536
460-00-10505129-3,2021/9/14,0.045409611
460-00-10505132-1,2021/9/14,0.05732732
460-00-10505132-2,2021/9/14,0.056056572
460-00-10505132-3,2021/9/14,0.023570823
460-00-10505134-1,2021/9/14,0.037411206
460-00-10505134-2,2021/9/14,0.059301963
460-00-10505192-1,2021/9/14,0.052920347
460-00-10505192-2,2021/9/14,0.072418394
460-00-10505192-3,2021/9/14,0.085134267
460-00-10505209-1,2021/9/14,0.065219866
460-00-10505209-2,2021/9/14,0.039871459
